id,name,Eng,type,Height,Weight,Generation,Status,HP,Attack,Defense,Special Attack,Special Defense,Speed,Capture Rate,Baby,Legendary,Evolution,URL
259,ヌマクロー,ヌマクロー: Marshtomp,17,0.7,28,3,405,70,85,70,60,70,50,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png
260,ラグラージ,ラグラージ: Swampert,17,1.5,81.9,3,535,100,110,90,85,90,60,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png
261,ポチエナ,ポチエナ: Poochyena,4,0.5,13.6,3,220,35,55,35,30,30,35,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png
262,グラエナ,グラエナ: Mightyena,4,1,37,3,420,70,90,70,60,60,70,127,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png
263,ジグザグマ,ジグザグマ: Zigzagoon,13,0.4,17.5,3,240,38,30,41,30,41,60,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png
264,マッスグマ,マッスグマ: Linoone,13,0.5,32.5,3,420,78,70,61,50,61,100,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png
265,ケムッソ,ケムッソ: Wurmple,18,0.3,3.6,3,195,45,45,35,20,30,20,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png
266,カラサリス,カラサリス: Silcoon,18,0.6,10,3,205,50,35,55,25,25,15,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png
267,アゲハント,アゲハント: Beautifly,18,1,28.4,3,395,60,70,50,100,50,65,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png
268,マユルド,マユルド: Cascoon,18,0.7,11.5,3,205,50,35,55,25,25,15,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png
269,ドクケイル,ドクケイル: Dustox,18,1.2,31.6,3,385,60,50,70,50,90,65,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png
270,ハスボー,ハスボー: Lotad,17,0.5,2.6,3,220,40,30,30,40,50,30,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png
271,ハスブレロ,ハスブレロ: Lombre,17,1.2,32.5,3,340,60,50,50,60,70,50,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,ルンパッパ,ルンパッパ: Ludicolo,17,1.5,55,3,480,80,70,70,90,100,70,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,タネボー,タネボー: Seedot,1,0.5,4,3,220,40,40,50,30,30,30,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,コノハナ,コノハナ: Nuzleaf,1,1,28,3,340,70,70,40,60,40,60,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,ダーテング,ダーテング: Shiftry,1,1.3,59.6,3,480,90,100,60,90,60,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,スバメ,スバメ: Taillow,13,0.3,2.3,3,270,40,55,30,30,30,85,200,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,オオスバメ,オオスバメ: Swellow,13,0.7,19.8,3,455,60,85,60,75,50,125,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,キャモメ,キャモメ: Wingull,17,0.6,9.5,3,270,40,30,30,55,30,85,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,ペリッパー,ペリッパー: Pelipper,17,1.2,28,3,440,60,50,100,95,70,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,ラルトス,ラルトス: Ralts,6,0.4,6.6,3,198,28,25,25,45,35,40,235,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,キルリア,キルリア: Kirlia,6,0.8,20.2,3,278,38,35,35,65,55,50,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
282,サーナイト,サーナイト: Gardevoir,6,1.6,48.4,3,518,68,65,65,125,115,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png
283,アメタマ,アメタマ: Surskit,18,0.5,1.7,3,269,40,30,32,50,52,65,200,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png
284,アメモース,アメモース: Masquerain,18,0.8,3.6,3,454,70,60,62,100,82,80,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png
285,キノココ,キノココ: Shroomish,1,0.4,4.5,3,295,60,40,60,40,60,35,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png
286,キノガッサ,キノガッサ: Breloom,1,1.2,39.2,3,460,60,130,80,60,60,70,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png
287,ナマケロ,ナマケロ: Slakoth,13,0.8,24,3,280,60,60,60,35,35,30,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png
288,ヤルキモノ,ヤルキモノ: Vigoroth,13,1.4,46.5,3,440,80,80,80,55,55,90,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png
289,ケッキング,ケッキング: Slaking,13,2,130.5,3,670,150,160,100,95,65,100,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png
290,ツチニン,ツチニン: Nincada,18,0.5,5.5,3,266,31,45,90,30,30,40,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png
291,テッカニン,テッカニン: Ninjask,18,0.8,12,3,456,61,90,45,50,50,160,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png
292,ヌケニン,ヌケニン: Shedinja,18,0.8,1.2,3,236,1,90,45,30,30,40,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png
293,ゴニョニョ,ゴニョニョ: Whismur,13,0.6,16.3,3,240,64,51,23,51,23,28,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png
294,ドゴーム,ドゴーム: Loudred,13,1,40.5,3,360,84,71,43,71,43,48,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png
295,バクオング,バクオング: Exploud,13,1.5,84,3,490,104,91,63,91,73,68,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png
296,マクノシタ,マクノシタ: Makuhita,7,1,86.4,3,237,72,60,30,20,30,25,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png
297,ハリテヤマ,ハリテヤマ: Hariyama,7,2.3,253.8,3,474,144,120,60,40,60,50,200,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png
298,ルリリ,ルリリ: Azurill,13,0.2,2,3,190,50,20,40,20,40,20,150,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png
299,ノズパス,ノズパス: Nosepass,5,1,97,3,375,30,45,135,45,90,30,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png
300,エネコ,エネコ: Skitty,13,0.6,11,3,260,50,45,45,35,35,50,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png
301,エネコロロ,エネコロロ: Delcatty,13,1.1,32.6,3,400,70,65,65,55,55,90,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png
302,ヤミラミ,ヤミラミ: Sableye,4,0.5,11,3,380,50,75,75,65,65,50,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png
303,クチート,クチート: Mawile,14,0.6,11.5,3,380,50,85,85,55,55,50,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png
304,ココドラ,ココドラ: Aron,14,0.4,60,3,330,50,70,100,40,40,30,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png
305,コドラ,コドラ: Lairon,14,0.9,120,3,430,60,90,140,50,50,40,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png
306,ボスゴドラ,ボスゴドラ: Aggron,14,2.1,360,3,530,70,110,180,60,60,50,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png
307,アサナン,アサナン: Meditite,7,0.6,11.2,3,280,30,40,55,40,55,60,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png
308,チャーレム,チャーレム: Medicham,7,1.3,31.5,3,410,60,60,75,60,75,80,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png
309,Dynavolt,ラクライ: Electrike,2,0.6,15.2,3,295,40,45,40,65,40,65,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png
310,ライボルト,ライボルト: Manectric,2,1.5,40.2,3,475,70,75,60,105,60,105,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png
311,プラスル,プラスル: Plusle,2,0.4,4.2,3,405,60,50,40,85,75,95,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png
312,マイナン,マイナン: Minun,2,0.4,4.2,3,405,60,40,50,75,85,95,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png
313,バルビート,バルビート: Volbeat,18,0.7,17.7,3,430,65,73,75,47,85,85,150,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png
314,イルミーゼ,イルミーゼ: Illumise,18,0.6,17.7,3,430,65,47,75,73,85,85,150,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png
315,ロゼリア,ロゼリア: Roselia,1,0.3,2,3,400,50,60,45,100,80,65,150,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png
316,ゴクリン,ゴクリン: Gulpin,11,0.4,10.3,3,302,70,43,53,43,53,40,225,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png
317,マルノーム,マルノーム: Swalot,11,1.7,80,3,467,100,73,83,73,83,55,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png
318,キバニア,キバニア: Carvanha,17,0.8,20.8,3,305,45,90,20,65,20,65,225,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png
319,サメハダー,サメハダー: Sharpedo,17,1.8,88.8,3,460,70,120,40,95,40,95,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png
320,ホエルコ,ホエルコ: Wailmer,17,2,130,3,400,130,70,35,70,35,60,125,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png
321,ホエルオー,ホエルオー: Wailord,17,14.5,398,3,500,170,90,45,90,45,60,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png
322,ドンメル,ドンメル: Numel,3,0.7,24,3,305,60,60,40,65,45,35,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png
323,バクーダ,バクーダ: Camerupt,3,1.9,220,3,460,70,100,70,105,75,40,150,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png
324,コータス,コータス: Torkoal,3,0.5,80.4,3,470,70,85,140,85,70,20,90,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png
325,バネブー,バネブー: Spoink,6,0.7,30.6,3,330,60,25,35,70,80,60,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png
326,ブーピッグ,ブーピッグ: Grumpig,6,0.9,71.5,3,470,80,45,65,90,110,80,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png
327,パッチール,パッチール: Spinda,13,1.1,5,3,360,60,60,60,60,60,60,255,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png
328,ナックラー,ナックラー: Trapinch,10,0.7,15,3,290,45,100,45,45,45,10,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png
329,ビブラーバ,ビブラーバ: Vibrava,10,1.1,15.3,3,340,50,70,50,50,50,70,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png
330,フライゴン,フライゴン: Flygon,10,2,82,3,520,80,100,80,80,80,100,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png
331,サボネア,サボネア: Cacnea,1,0.4,51.3,3,335,50,85,40,85,40,35,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png
332,ノクタス,ノクタス: Cacturne,1,1.3,77.4,3,475,70,115,60,115,60,55,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png
333,チルット,チルット: Swablu,13,0.4,1.2,3,310,45,40,60,40,75,50,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png
334,チルタリス,チルタリス: Altaria,12,1.1,20.6,3,490,75,70,90,70,105,80,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png
335,ザングース,ザングース: Zangoose,13,1.3,40.3,3,458,73,115,60,60,60,90,90,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png
336,ハブネーク,ハブネーク: Seviper,11,2.7,52.5,3,458,73,100,60,100,60,65,90,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png
337,ルナトーン,ルナトーン: Lunatone,5,1,168,3,460,90,55,65,95,85,70,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png
338,ソルロック,ソルロック: Solrock,5,1.2,154,3,460,90,95,85,55,65,70,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png
339,ドジョッチ,ドジョッチ: Barboach,17,0.4,1.9,3,288,50,48,43,46,41,60,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png
340,ナマズン,ナマズン: Whiscash,17,0.9,23.6,3,468,110,78,73,76,71,60,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png
341,ヘイガニ,ヘイガニ: Corphish,17,0.6,11.5,3,308,43,80,65,50,35,35,205,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png
342,シザリガー,シザリガー: Crawdaunt,17,1.1,32.8,3,468,63,120,85,90,55,55,155,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png
343,ヤジロン,ヤジロン: Baltoy,10,0.5,21.5,3,300,40,40,55,40,70,55,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png
344,ネンドール,ネンドール: Claydol,10,1.5,108,3,500,60,70,105,70,120,75,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png
345,リリーラ,リリーラ: Lileep,5,1,23.8,3,355,66,41,77,61,87,23,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png
346,ユレイドル,ユレイドル: Cradily,5,1.5,60.4,3,495,86,81,97,81,107,43,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png
347,アノプス,アノプス: Anorith,5,0.7,12.5,3,355,45,95,50,40,50,75,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png
348,アーマルド,アーマルド: Armaldo,5,1.5,68.2,3,495,75,125,100,70,80,45,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png
349,ヒンバス,ヒンバス: Feebas,17,0.6,7.4,3,200,20,15,20,10,55,80,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png
350,ミロカロス,ミロカロス: Milotic,17,6.2,162,3,540,95,60,79,100,125,81,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png
351,ポワルン,ポワルン: Castform,13,0.3,0.8,3,420,70,70,70,70,70,70,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png
352,カクレオン,カクレオン: Kecleon,13,1,22,3,440,60,90,70,60,120,40,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png
353,カゲボウズ,カゲボウズ: Shuppet,8,0.6,2.3,3,295,44,75,35,63,33,45,225,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png
354,ジュペッタ,ジュペッタ: Banette,8,1.1,12.5,3,455,64,115,65,83,63,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png
355,ヨマワル,ヨマワル: Duskull,8,0.8,15,3,295,20,40,90,30,90,25,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png
356,サマヨール,サマヨール: Dusclops,8,1.6,30.6,3,455,40,70,130,60,130,25,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png
357,トロピウス,トロピウス: Tropius,1,2,100,3,460,99,68,83,72,87,51,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png
358,チリーン,チリーン: Chimecho,6,0.6,1,3,455,75,50,80,95,90,65,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png
359,アブソル,アブソル: Absol,4,1.2,47,3,465,65,130,60,75,60,75,30,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png
360,ソーナノ,ソーナノ: Wynaut,6,0.6,14,3,260,95,23,48,23,48,23,125,TRUE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png
361,ユキワラシ,ユキワラシ: Snorunt,9,0.7,16.8,3,300,50,50,50,50,50,50,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png
362,オニゴーリ,オニゴーリ: Glalie,9,1.5,256.5,3,480,80,80,80,80,80,80,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png
363,タマザラシ,タマザラシ: Spheal,9,0.8,39.5,3,290,70,40,50,55,50,25,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png
364,トドグラー,トドグラー: Sealeo,9,1.1,87.6,3,410,90,60,70,75,70,45,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png
365,トドゼルガ,トドゼルガ: Walrein,9,1.4,150.6,3,530,110,80,90,95,90,65,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png
366,パールル,パールル: Clamperl,17,0.4,52.5,3,345,35,64,85,74,55,32,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png
367,ハンテール,ハンテール: Huntail,17,1.7,27,3,485,55,104,105,94,75,52,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png
368,サクラビス,サクラビス: Gorebyss,17,1.8,22.6,3,485,55,84,105,114,75,52,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png
369,ジーランス,ジーランス: Relicanth,17,1,23.4,3,485,100,90,130,45,65,55,25,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png
370,ラブカス,ラブカス: Luvdisc,17,0.6,8.7,3,330,43,30,55,40,65,97,225,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png
371,タツベイ,タツベイ: Bagon,12,0.6,42.1,3,300,45,75,60,40,30,50,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png
372,Draschel,コモルー: Shelgon,12,1.1,110.5,3,420,65,95,100,60,50,50,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png
373,ボーマンダ,ボーマンダ: Salamence,12,1.5,102.6,3,600,95,135,80,110,80,100,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png
374,ダンバル,ダンバル: Beldum,14,0.6,95.2,3,300,40,55,80,35,60,30,3,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png
375,メタング,メタング: Metang,14,1.2,202.5,3,420,60,75,100,55,80,50,3,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png
376,メタグロス,メタグロス: Metagross,14,1.6,550,3,600,80,135,130,95,90,70,3,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png
377,レジロック,レジロック: Regirock,5,1.7,230,3,580,80,100,200,50,100,50,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png
378,レジアイス,レジアイス: Regice,9,1.8,175,3,580,80,50,100,100,200,50,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png
379,レジスチル,レジスチル: Registeel,14,1.9,205,3,580,80,75,150,75,150,50,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png
380,ラティアス,ラティアス: Latias,12,1.4,40,3,600,80,80,90,110,130,110,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png
381,ラティオス,ラティオス: Latios,12,2,60,3,600,80,90,80,130,110,110,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png
382,カイオーガ,カイオーガ: Kyogre,17,4.5,352,3,670,100,100,90,150,140,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png
383,グラードン,グラードン: Groudon,10,3.5,950,3,670,100,150,140,100,90,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png
384,レックウザ,レックウザ: Rayquaza,12,7,206.5,3,680,105,150,90,150,90,95,45,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png
385,ジラーチ,ジラーチ: Jirachi,14,0.3,1.1,3,600,100,100,100,100,100,100,3,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png
386,デオキシス,デオキシス: Deoxys,6,1.7,60.8,3,600,50,150,50,150,50,150,3,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png
387,ナエトル,ナエトル: Turtwig,1,0.4,10.2,4,318,55,68,64,45,55,31,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png
